0.38303,0.43319,0.37153
0.37454,0.42481,0.35595
0.36406,0.41387,0.34695
0.35449,0.40303,0.33899
0.3465,0.39296,0.3308
0.3367,0.38357,0.32265
0.3322,0.37861,0.31697
0.32545,0.37191,0.31232
0.32195,0.36443,0.30723
0.31555,0.35732,0.30087
0.31061,0.35263,0.3128
0.30714,0.35103,0.34622
0.3075,0.35089,0.36166
0.30496,0.34845,0.36857
0.29919,0.34173,0.37007
0.29414,0.33893,0.37097
0.28643,0.33004,0.36876
0.28429,0.33227,0.35663
0.27931,0.31492,0.34612
0.27812,0.31825,0.35068
0.27173,0.31179,0.35908
0.26876,0.30871,0.3427
0.26247,0.302,0.3005
0.25593,0.29497,0.27364
0.24847,0.29093,0.26025
0.24253,0.27835,0.25139
0.23599,0.27074,0.25299
0.23009,0.2594,0.2817
0.22584,0.25911,0.30846
0.21829,0.24768,0.29013
0.21433,0.2425,0.24523
0.21242,0.24021,0.22622
0.20992,0.23945,0.21489
0.20234,0.23061,0.20645
0.19712,0.22144,0.20018
0.18871,0.21464,0.1913
0.18572,0.21184,0.18726
0.18181,0.20664,0.18187
0.17717,0.19682,0.17533
0.16965,0.18977,0.16936
0.16187,0.18342,0.16387
0.15639,0.17795,0.16016
0.14649,0.17377,0.15857
0.1392,0.16788,0.15555
0.13261,0.15619,0.14997
0.12825,0.1489,0.14455
0.12222,0.14226,0.14008
0.11761,0.13773,0.13554
0.11202,0.1317,0.13003
0.10894,0.12701,0.12451
0.10136,0.12085,0.11953
0.096987,0.11506,0.11573
0.089251,0.10597,0.10775
0.084085,0.10092,0.10195
0.077513,0.092134,0.097683
0.073253,0.087012,0.09284
0.068345,0.082481,0.09074
0.065981,0.080385,0.088694
0.062485,0.075036,0.084129
0.058447,0.068549,0.079823
0.05428,0.064123,0.075545
0.05114,0.059404,0.072553
0.047321,0.056981,0.068661
0.042633,0.05188,0.064289
0.039016,0.050317,0.061491
0.035436,0.041739,0.055621
0.033997,0.040879,0.053823
0.029155,0.035263,0.051966
0.02703,0.031363,0.048225
0.021007,0.025656,0.042369
0.018386,0.020653,0.039187
0.012466,0.017074,0.034483
0.0094327,0.01069,0.030215
0.0037528,0.001443,0.026806
0,0,0.024615
0.00080578,0.0011724,0.024372
0.0028324,0.00070346,0.026764
0.039889,0.038951,0.029759
0.039205,0.033361,0.033819
0.017558,0.015995,0.031163
0.011144,0.010259,0.02897
0.011464,0.0095261,0.029439
0.010329,0.0072415,0.031465
0.013026,0.0073052,0.031993
0.018956,0.0089887,0.034815
0.031821,0.018759,0.045657
0.049429,0.033708,0.059882
0.063613,0.051978,0.076048
0.10449,0.097854,0.093599
0.15578,0.15913,0.11608
0.14496,0.14409,0.12802
0.14702,0.14245,0.13409
0.16318,0.15593,0.14493
0.18059,0.1695,0.14809
0.18748,0.17842,0.15439
0.18811,0.17623,0.16065
0.19196,0.17946,0.17351
0.20223,0.19144,0.17819
0.21562,0.20826,0.17734
0.23332,0.22405,0.18916
0.24688,0.23546,0.2026
0.26266,0.24611,0.22041
0.27198,0.25632,0.23344
0.28056,0.26472,0.2419
0.28349,0.26732,0.24314
0.2918,0.27623,0.24547
0.30383,0.28815,0.25515
0.31181,0.29638,0.25848
0.31955,0.29897,0.2655
0.32916,0.30439,0.26384
0.33374,0.30943,0.27586
0.33401,0.3116,0.27775
0.33656,0.3158,0.28764
0.33778,0.32214,0.28978
0.34314,0.32573,0.29214
0.34985,0.33138,0.29828
0.35323,0.33369,0.29964
0.36017,0.33992,0.30564
0.36071,0.34587,0.31635
0.36975,0.35433,0.3251
0.37045,0.35895,0.33697
0.35585,0.35198,0.33617
0.33989,0.34606,0.34038
0.34348,0.34562,0.34159
0.36435,0.35684,0.36026
0.3575,0.36058,0.3567
0.34242,0.35453,0.35676
0.33004,0.34991,0.35608
0.32059,0.33825,0.34921
0.31166,0.32814,0.35196
0.30494,0.32008,0.34853
0.29306,0.30483,0.33608
0.28463,0.29744,0.33112
0.27521,0.29069,0.31697
0.2666,0.28415,0.30101
0.26093,0.27653,0.30621
0.25477,0.2723,0.32284
0.25067,0.26849,0.3041
0.24507,0.26253,0.29179
0.24053,0.26077,0.28709
0.23481,0.25032,0.28221
0.23213,0.25357,0.27859
0.22371,0.24663,0.27564
0.22066,0.2467,0.27131
0.21341,0.23754,0.2673
0.206,0.23422,0.26179
0.19697,0.22289,0.24724
0.19375,0.21707,0.23908
0.18831,0.21204,0.23369
0.18731,0.21042,0.22732
0.18364,0.20308,0.22753
0.17786,0.1932,0.22428
0.1744,0.18876,0.21766
0.17254,0.18671,0.21815
0.17239,0.18687,0.22082
0.17,0.18205,0.22179
0.16462,0.17855,0.21504
0.16036,0.1774,0.21551
0.15763,0.17379,0.21238
0.15396,0.17063,0.21105
0.15283,0.16598,0.20886
0.1474,0.16443,0.20803
0.14757,0.15836,0.20401
0.14561,0.1581,0.20168
0.14668,0.16326,0.20309
0.14532,0.15976,0.20049
0.14486,0.15815,0.19822
0.14123,0.153,0.19709
0.1396,0.15234,0.19468
0.13625,0.14681,0.19238
0.13684,0.15133,0.19241
0.13427,0.14612,0.19516
0.13408,0.14955,0.21332
0.12822,0.14295,0.19812
0.12649,0.13899,0.18932
0.12094,0.13475,0.18876
0.12021,0.13121,0.18333
0.11554,0.12311,0.18321
0.11418,0.1252,0.1824
0.11104,0.12058,0.18105
0.10923,0.11812,0.1805
0.10804,0.11572,0.17622
0.10552,0.11334,0.16604
0.10169,0.11265,0.15227
0.09949,0.10904,0.14786
