0.45268,0.36261,0.2985,0.33899
0.44374,0.35154,0.29265,0.3324
0.43286,0.34207,0.28699,0.32384
0.42169,0.33232,0.28185,0.31523
0.41272,0.32506,0.27566,0.30797
0.40683,0.31692,0.26981,0.30318
0.3995,0.31285,0.26803,0.29914
0.39508,0.30616,0.26396,0.29522
0.38904,0.30309,0.26064,0.29036
0.38585,0.29905,0.25968,0.29005
0.37953,0.29385,0.25654,0.28712
0.37008,0.28621,0.25434,0.28535
0.36816,0.28424,0.25359,0.28536
0.36442,0.28033,0.25044,0.28511
0.36039,0.27736,0.24613,0.28054
0.35725,0.27511,0.24411,0.27626
0.34939,0.2711,0.23774,0.27163
0.34308,0.26489,0.23457,0.26712
0.33794,0.2613,0.2323,0.26382
0.33295,0.25865,0.22997,0.2606
0.32957,0.25853,0.22904,0.2578
0.3272,0.25239,0.2252,0.25277
0.32275,0.24687,0.22254,0.2512
0.31893,0.2446,0.21966,0.24617
0.3127,0.24082,0.21503,0.23941
0.30676,0.23437,0.21041,0.23385
0.30196,0.23,0.20382,0.22719
0.29493,0.2235,0.19355,0.21561
0.28907,0.21782,0.18702,0.20751
0.28209,0.21153,0.18262,0.20144
0.27195,0.20678,0.17816,0.19763
0.25894,0.20006,0.17364,0.1917
0.24726,0.19478,0.17014,0.18629
0.24025,0.18852,0.1641,0.18211
0.23183,0.18331,0.1593,0.17567
0.22289,0.17694,0.15497,0.17089
0.21798,0.17006,0.15019,0.16464
0.21214,0.16675,0.14713,0.16044
0.20402,0.16327,0.14291,0.15743
0.19954,0.1585,0.14017,0.15396
0.19362,0.15298,0.13649,0.15144
0.18719,0.1441,0.12855,0.14096
0.17608,0.13566,0.11963,0.12986
0.16562,0.12855,0.10966,0.12064
0.15796,0.12229,0.10513,0.11663
0.15436,0.11796,0.099155,0.11123
0.14888,0.11354,0.09472,0.10516
0.14209,0.10886,0.091066,0.099824
0.13614,0.10372,0.087611,0.095356
0.12842,0.098082,0.082583,0.089092
0.12249,0.093105,0.078635,0.08545
0.11461,0.086183,0.074583,0.081297
0.10527,0.081391,0.069371,0.075042
0.097104,0.074383,0.064709,0.06993
0.090937,0.070221,0.058956,0.065186
0.084445,0.066117,0.055831,0.060831
0.082281,0.063678,0.052403,0.060161
0.08232,0.061483,0.051612,0.058446
0.077044,0.058832,0.050551,0.055592
0.070848,0.054935,0.047014,0.052178
0.06471,0.051247,0.042652,0.047794
0.061494,0.048833,0.039906,0.043486
0.0559,0.045181,0.035631,0.040355
0.051337,0.041598,0.033901,0.037393
0.046955,0.037811,0.030341,0.033927
0.042612,0.034652,0.02676,0.031747
0.040647,0.03246,0.025721,0.028776
0.037704,0.029162,0.024146,0.027782
0.032696,0.025036,0.021453,0.024243
0.025153,0.019643,0.017853,0.020105
0.020455,0.016707,0.014067,0.016879
0.015609,0.010902,0.010308,0.012551
0.010517,0.005497,0.0063499,0.0084033
0.0064658,0.0028181,0.002814,0.0046439
0.0021131,0,0.002174,0.0026813
0.0029602,0.001344,1.4117e-05,0.0028235
0.0051273,0.0051344,0.0018917,0.0048374
0.0036224,0.0056927,0.0027803,0.004495
0,0.0021021,0.00031058,0.002413
0.0079459,0.001583,0,0
0.0011685,0.0045228,0.0012141,0.00055285
0.0039234,0.010966,0.0024772,0.0032024
0.0093352,0.020494,0.0079605,0.012052
0.016671,0.029746,0.014494,0.019322
0.026798,0.052997,0.020227,0.030213
0.059217,0.13878,0.044066,0.090162
0.16036,0.23967,0.097747,0.18106
0.21532,0.33121,0.14438,0.24425
0.25416,0.38998,0.18254,0.29674
0.30602,0.42729,0.20866,0.33222
0.32956,0.43588,0.2203,0.34772
0.34064,0.43827,0.22398,0.34927
0.34498,0.43629,0.22511,0.35081
0.35145,0.43138,0.22734,0.3502
0.34292,0.41387,0.22418,0.33489
0.32095,0.3816,0.2115,0.30707
0.30691,0.35998,0.19846,0.28319
0.31394,0.36972,0.2007,0.29065
0.32716,0.3815,0.20645,0.29973
0.33396,0.3898,0.22079,0.30929
0.34024,0.3932,0.23411,0.30951
0.34374,0.3958,0.23909,0.31389
0.34913,0.39617,0.24669,0.32307
0.35191,0.39205,0.25209,0.32778
0.36138,0.39416,0.26571,0.33586
0.3719,0.39898,0.27504,0.34308
0.38351,0.40051,0.28083,0.34754
0.38375,0.39992,0.28169,0.34582
0.38847,0.40131,0.28408,0.34879
0.39547,0.40214,0.28903,0.35378
0.39928,0.40406,0.2913,0.35467
0.39249,0.40132,0.28978,0.35001
0.38774,0.39396,0.28589,0.34362
0.38586,0.39109,0.28528,0.34016
0.38923,0.39233,0.28505,0.34246
0.39661,0.3996,0.29007,0.35146
0.39754,0.39831,0.29036,0.35236
0.39959,0.39812,0.29269,0.35723
0.40015,0.39392,0.29445,0.35667
0.4073,0.39292,0.29762,0.35937
0.41033,0.3998,0.30104,0.36523
0.40509,0.39462,0.29915,0.35876
0.40216,0.3815,0.29302,0.34419
0.42231,0.37783,0.29185,0.34136
0.44541,0.38395,0.29395,0.34859
0.44764,0.38844,0.29466,0.3504
0.44651,0.37939,0.29163,0.34534
0.44345,0.36987,0.2905,0.33753
0.43851,0.3667,0.28402,0.32968
0.42685,0.36311,0.2793,0.32336
0.38235,0.34753,0.27144,0.30844
0.36785,0.33148,0.26158,0.29606
0.3583,0.32091,0.25707,0.287
0.35105,0.31302,0.253,0.28201
0.34835,0.30934,0.24924,0.27873
0.34313,0.30204,0.24542,0.2727
0.33786,0.29554,0.24191,0.26591
0.33233,0.29085,0.23706,0.26148
0.32277,0.28411,0.23755,0.25998
0.31932,0.27874,0.23436,0.2573
0.31449,0.27405,0.23027,0.25251
0.3093,0.27055,0.22872,0.2516
0.30349,0.26255,0.22524,0.24536
0.29901,0.25678,0.22077,0.24031
0.29231,0.2497,0.21547,0.23136
0.28558,0.24049,0.20854,0.22139
0.27561,0.23199,0.20476,0.21591
0.26865,0.22593,0.20065,0.21199
0.26284,0.22165,0.19609,0.20702
0.26148,0.21987,0.19547,0.20737
0.25816,0.21776,0.19417,0.20649
0.25505,0.21552,0.1915,0.20304
0.25174,0.2124,0.19035,0.20141
0.24856,0.21107,0.18895,0.19911
0.24731,0.20868,0.19022,0.19955
0.24477,0.20744,0.18853,0.1962
0.24209,0.20652,0.18626,0.19482
0.23961,0.20366,0.1825,0.19287
0.23722,0.20092,0.18239,0.19175
0.24025,0.20022,0.1779,0.18708
0.24747,0.19907,0.17474,0.1831
0.23023,0.19688,0.1735,0.18169
0.22689,0.19357,0.17172,0.17778
0.22557,0.19175,0.16913,0.1757
0.24282,0.19121,0.1687,0.17559
0.22106,0.1912,0.16791,0.17522
0.21949,0.18948,0.16785,0.17595
0.21797,0.18944,0.1685,0.17664
0.21724,0.18796,0.16747,0.17617
0.21681,0.18642,0.16514,0.17326
0.21496,0.18432,0.16181,0.16985
0.21319,0.18325,0.16046,0.16848
0.21097,0.1822,0.15979,0.16784
0.20928,0.18051,0.15695,0.16407
0.20759,0.17916,0.15603,0.16326
0.20436,0.17757,0.15286,0.15966
0.20193,0.17489,0.15039,0.15578
0.19926,0.17247,0.1489,0.15485
0.19634,0.17072,0.14751,0.15209
0.19512,0.16935,0.1467,0.15256
0.19242,0.16694,0.1432,0.15043
0.19052,0.16531,0.14382,0.14919
0.18449,0.16155,0.1398,0.14524
0.17816,0.15325,0.13583,0.13999
0.17355,0.14734,0.1325,0.13514
0.16738,0.14026,0.12799,0.13175
0.16235,0.13607,0.12534,0.12798
0.15712,0.13093,0.12231,0.12383
0.15165,0.12646,0.12052,0.12041
0.14888,0.12363,0.11774,0.11937
0.14736,0.12264,0.11675,0.1179
0.14282,0.12119,0.11464,0.11678
0.13838,0.1193,0.1126,0.11444
0.13542,0.11703,0.10887,0.11114
0.13284,0.11481,0.10845,0.10947
0.13002,0.11287,0.10599,0.10654
0.12758,0.10992,0.10236,0.10385
0.12443,0.10603,0.10033,0.10176
0.12145,0.10319,0.098296,0.10045
0.11844,0.10131,0.097912,0.098681
0.1158,0.098838,0.09673,0.097744
0.11301,0.096137,0.095458,0.095754
0.10845,0.092266,0.091083,0.091497
0.10634,0.088952,0.089733,0.088898
0.10288,0.085948,0.088768,0.087046
0.098946,0.083085,0.086389,0.083674
0.094218,0.079432,0.082583,0.080954
0.091521,0.077478,0.079707,0.078637
0.087853,0.072783,0.07835,0.076565
0.080327,0.068317,0.072706,0.070525
0.077044,0.065459,0.071643,0.067014
0.071461,0.059592,0.067151,0.062832
0.064803,0.054014,0.062262,0.057541
0.060407,0.049696,0.058483,0.054857
0.056011,0.04495,0.053399,0.05089
0.050324,0.041784,0.050197,0.048126
0.0453,0.036511,0.045639,0.044339
0.039622,0.028633,0.039613,0.039468
0.032965,0.023345,0.036223,0.034913
0.030401,0.020895,0.032593,0.031459
0.023802,0.016675,0.031905,0.02815
0.019709,0.012761,0.028742,0.02597
0.02821,0.026372,0.033486,0.046799
0.36164,0.34277,0.34807,0.37631
0.46286,0.43071,0.44557,0.445
