0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,5,5,5,6,6,6,,6,7,7,7,7,7,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1,2,1,2,3,1,2,5,,6,1,2,3,6,7,1,2,3,4,7,8,2,3,4,5,6,7,8,1,2,4,5,6,7,8,9,1,2,4,5,6,7,8,9,10,11,1,2,3,4,5,7,8,9,10,11,1,2,3,5,6,7,8,9,11,12,13,1,2,3,4,5,7,8,9,10,11,12,13,14,1,3,4,5,6,7,8,9,10,11,12,13,14,15,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20
0.105763401,0.090297415,0.215102851,0.152205308,0.110926749,0.140696892,0.189733332,0.171143728,,0.123981022,0.163707946,0.218438648,0.141700916,0.187023502,0.112127368,0.147458068,0.174194151,0.118096413,0.190321972,0.150440104,0.164482766,0.185585518,0.205535494,0.172246989,0.077811216,0.139783883,0.144572386,0.10490372,0.114729262,0.105928262,0.123199084,0.186984165,0.158594769,0.139919271,0.19238085,0.201238369,0.169546856,0.137034672,0.200951904,0.173304329,0.159610906,0.156890154,0.138429884,0.078033238,0.152884462,0.244937148,0.18850911,0.144752291,0.137899166,0.186443363,0.147238257,0.09437165,0.130181098,0.165293678,0.229310989,0.150247348,0.161005631,0.116260086,0.102532485,0.180035781,0.176376192,0.186423238,0.138755386,0.073192001,0.110855697,0.227347426,0.194931361,0.141936191,0.090440615,0.140262777,0.099150081,0.203889619,0.142436264,0.243322884,0.179627823,0.154981787,0.220985157,0.161369136,0.16778466,0.149559597,0.155543812,0.175677019,0.085799157,0.146353849,0.185531305,0.135947277,0.218661756,0.152506683,0.166172683,0.146290516,0.242904775,0.100351651,0.199932064,0.135285336,0.163918043,0.149224703,0.234504635,0.145161965,0.264736255,0.13430654,0.106462349,0.187568435,0.134954411,0.141094361,0.1537041,0.215965452,0.103806024,0.227477106,0.147356044,0.082374885,0.205492881,0.141381454,0.287477578,0.152325811,0.177964537,0.130058685,0.155381409,0.228581303,0.098917786,0.197724447,0.199318494,0.139898912,0.161492705,0.163165963,0.256663393,0.220407712,0.15636869,0.076981709,0.169204345,0.148090138,0.278939935,0.135725239,0.193935426,0.213315452,0.162616784,0.172104774,0.178642714,0.16946246,0.187315907,0.142922908,0.126002452,0.238997635,0.196085738,0.288401064,0.095716645,0.276958998,0.158221697,0.114235368,0.156777877,0.151530688,0.221376615,0.19921623,0.140018828,0.105476668,0.134828286,0.121465987,0.143386335,0.155638156,0.210730683,0.131284515,0.134312848,0.084418327,0.155728674,0.302045519,0.145987695,0.186702793,0.137872782,0.171549735,0.131379491,0.161037377,0.183504115,0.125577545,0.283317864,0.110672614,0.270550697,0.179385463,0.268108191,0.108289429
0.864614937,0.946584894,0.937632683,0.820965921,0.865741139,0.920798581,0.720061647,0.919636878,,0.905495888,0.820788265,0.970281267,0.841083301,0.764922501,0.90820525,0.822478298,0.715581125,0.860824343,0.864334362,0.804428574,0.858111097,0.587814957,0.729616394,0.785239768,0.725537385,0.818402081,0.699152586,0.833672294,0.815558363,0.836845972,0.500093601,0.852765039,0.673921944,0.827251515,0.709141216,0.505192956,0.781188376,0.691100714,0.732415086,0.767258907,0.699040988,0.798164409,0.777416927,0.851186567,0.799507354,0.826656567,0.7137636,0.747868653,0.918938558,0.937565489,0.625578988,0.749419941,0.693711467,0.685612493,0.516955249,0.718897309,0.568496332,0.63600842,0.712004672,0.685281533,0.735785164,0.746740811,0.818744176,0.89510699,0.721808785,0.734990657,0.786839956,0.772532192,0.716931152,0.809595035,0.713988657,0.539900652,0.759370329,0.641512285,0.775590556,0.68433427,0.771289526,0.831651784,0.775421872,0.771475273,0.707809618,0.872612864,0.79502248,0.759110501,0.554491189,0.821900212,0.514154874,0.556920471,0.736941965,0.599374415,0.904326445,0.713559548,0.756170668,0.813791684,0.630710344,0.739307606,0.710459122,0.75135861,0.900191763,0.675995568,0.795150585,0.78871088,0.804028674,0.518934411,0.836058766,0.630748703,0.842088274,0.626596421,0.705468684,0.815714536,0.628932311,0.768336878,0.994374709,0.772783311,0.634439664,0.797951926,0.812935263,0.644456243,0.717818368,0.763207312,0.546122499,0.536450335,0.795593543,0.573390057,0.945775894,0.755225025,0.769231505,0.821528165,0.718576632,0.663337608,0.813852919,0.724487108,0.736635618,0.613300183,0.72214628,0.667512372,0.720288148,0.670577431,0.781803613,0.63266427,0.612177481,0.95234253,0.673828114,0.624556255,0.760134271,0.850832615,0.693542962,0.833134173,0.772358936,0.684699459,0.621072898,0.941572432,0.591878465,0.872649894,0.844873275,0.688265484,0.661475615,0.597802325,0.65508413,0.810841669,0.454665827,0.791680386,0.727907231,0.908662197,0.806716267,0.7808036,0.870039649,0.693332832,0.826202868,0.809246621,0.617643112,0.605345376,0.945101626,0.682563986,0.891623553,0.69407897,0.802905883,0.620823238
#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,-2401.432598,#NAME?,#NAME?,-305.6918742,#NAME?,#NAME?,#NAME?,-554.9841533,#NAME?,-572.7507997,#NAME?,-145.1862023,#NAME?,#NAME?,-2888.964818,-663.6442919,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,-1001.685724,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,-4.465639992,#NAME?,-118.4307384,#NAME?,-1988.495649,-451.8775798,-221.2416879,-23.3964603,-34.39531742,#NAME?,#NAME?,#NAME?,#NAME?,-5.002269925,-10.00912134,#NAME?,#NAME?,#NAME?,-7.210286402,-1240.709425,-23.44413873,-14.06920523,-97.2021927,#NAME?,#NAME?,#NAME?,#NAME?,-8.697218373,#NAME?,#NAME?,#NAME?,-146.6915337,-133.7872376,#NAME?,-2419.26064,-11.30006774,#NAME?,-209.7067696,#NAME?,-28.26668181,#NAME?,-21.61476993,#NAME?,#NAME?,-5.516760224,#NAME?,-5.289043562,-138.0257237,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,-4.119548121,#NAME?,-8.177708867,#NAME?,-1785.092783,#NAME?,-20.98665549,-7.840167135,-17.52209467,-18.0451813,#NAME?,-5.494400695,#NAME?,#NAME?,#NAME?,-18.20245115,#NAME?,-3.408497126,-4.913885259,#NAME?,#NAME?,#NAME?,-9.010818593,#NAME?,-154.67863,-73.61410084,-139.4195359,-2783.509597,-116.4040191,-4.0521364,-99.73600117,-2.703093293,#NAME?,#NAME?,#NAME?,#NAME?,-50.19404211,-5.209966643,#NAME?,-414.5288269,-3627.951179,-498.4129386,-15.80611591,-485.9412942,#NAME?,-2.824518801,-148.8429741,-1633.164818,#NAME?,-4.454226919,#NAME?,#NAME?,-327.6498794,-124.8162021,-92.15083975,#NAME?,#NAME?,-4.744968121,-9.410771938,-15.30913739,-2784.583837,#NAME?,-7.084939442,-7.212289176,-5.707231287,#NAME?,#NAME?,-5.443016802,-376.4787997,#NAME?,-12.53664993,-81.29430237,#NAME?,-8.895777763,-32.61343959
#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,-58.22986853,#NAME?,#NAME?,-0.640214774,#NAME?,#NAME?,#NAME?,-1.813250704,#NAME?,-10.84726142,#NAME?,-5.449831651,#NAME?,#NAME?,-44.02216713,-21.73676436,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,-32.43423082,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,-0.430408626,#NAME?,-2.96139937,#NAME?,-26.05020368,-10.76869228,-3.542841817,-0.44944188,-0.490817983,#NAME?,#NAME?,#NAME?,#NAME?,-0.251011153,-0.392928033,#NAME?,#NAME?,#NAME?,-0.380875181,-75.94710175,-0.454982722,-0.912941804,-2.694183019,#NAME?,#NAME?,#NAME?,#NAME?,-0.47802353,#NAME?,#NAME?,#NAME?,-4.17780716,-0.915942339,#NAME?,-64.15271681,-0.451112302,#NAME?,-2.870238926,#NAME?,-0.282717764,#NAME?,-0.405212915,#NAME?,#NAME?,-0.360386513,#NAME?,-0.586986177,-3.706001674,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,-0.368660636,#NAME?,-0.824896552,#NAME?,-44.72903755,#NAME?,-0.345172356,-0.688060327,-0.756434833,-0.776365544,#NAME?,-0.729157451,#NAME?,#NAME?,#NAME?,-0.474344693,#NAME?,-0.319587587,-0.442562137,#NAME?,#NAME?,#NAME?,-0.518603176,#NAME?,-0.616836795,-2.434316261,-3.105282209,-198.7578446,-2.896294534,-0.224508443,-1.089866551,-0.242599155,#NAME?,#NAME?,#NAME?,#NAME?,-0.66705978,-0.454245356,#NAME?,-19.58948453,-189.9153318,-4.236658824,-1.265425272,-9.192504349,#NAME?,-0.286803883,-3.828245756,-39.62823594,#NAME?,-0.346074248,#NAME?,#NAME?,-22.53257547,-3.551106311,-1.016746194,#NAME?,#NAME?,-0.39705823,-0.34038306,-0.557653106,-109.2701578,#NAME?,-0.78138042,-0.600740553,-0.503913344,#NAME?,#NAME?,-0.79649177,-8.274142675,#NAME?,-0.605486676,-1.395967872,#NAME?,-0.806714179,-0.575112168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Max_R,Max_M,Min_R,Min_M,,Av_R,Av_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,0.105763401,0.864614937,0.105763401,0.946584894,0.090297415,0.864614937,,0.105763401,0.864614937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
