0,0,0,0,0,0,0,0,0,0,0,0,0
0.40413,0.41932,0.38303,0.43319,0.37153,0.39979,0.42562,0.39262,0.4259,0.45362,0.51004,0.5135,0.53904
0.39899,0.40939,0.37454,0.42481,0.35595,0.38973,0.40994,0.37375,0.40183,0.43915,0.49277,0.49803,0.5234
0.38871,0.39945,0.36406,0.41387,0.34695,0.38189,0.39463,0.35789,0.38303,0.42439,0.47381,0.48034,0.50802
0.38155,0.39011,0.35449,0.40303,0.33899,0.37518,0.38051,0.34259,0.36506,0.4085,0.45701,0.46784,0.49619
0.37059,0.38165,0.3465,0.39296,0.3308,0.37131,0.36861,0.33085,0.35069,0.3964,0.44433,0.45071,0.48279
0.35937,0.37079,0.3367,0.38357,0.32265,0.36661,0.35616,0.31846,0.33333,0.38497,0.42824,0.43958,0.47038
0.35355,0.36507,0.3322,0.37861,0.31697,0.35908,0.34509,0.30921,0.32196,0.37102,0.41913,0.43217,0.45926
0.34597,0.358,0.32545,0.37191,0.31232,0.35535,0.33737,0.30062,0.31294,0.36061,0.41116,0.42148,0.44965
0.34273,0.35396,0.32195,0.36443,0.30723,0.34936,0.33063,0.295,0.30442,0.35555,0.40358,0.41347,0.4411
0.33662,0.34775,0.31555,0.35732,0.30087,0.34295,0.32335,0.28681,0.30014,0.34836,0.39386,0.40063,0.42998
0.33339,0.34237,0.31061,0.35263,0.3128,0.33478,0.31973,0.28151,0.29508,0.34018,0.38869,0.39136,0.42021
0.33156,0.33788,0.30714,0.35103,0.34622,0.33296,0.31548,0.27412,0.28246,0.3321,0.38205,0.37737,0.40463
0.33071,0.33466,0.3075,0.35089,0.36166,0.33524,0.30906,0.26636,0.27424,0.32309,0.37358,0.37001,0.39546
0.3279,0.33283,0.30496,0.34845,0.36857,0.33494,0.30387,0.25992,0.26832,0.31775,0.3675,0.36429,0.38664
0.32177,0.3268,0.29919,0.34173,0.37007,0.33435,0.29931,0.25606,0.26224,0.31316,0.36062,0.3596,0.38015
0.31774,0.32183,0.29414,0.33893,0.37097,0.33103,0.29028,0.24885,0.24937,0.30104,0.3455,0.33852,0.36401
0.31333,0.31577,0.28643,0.33004,0.36876,0.3266,0.27747,0.23849,0.23748,0.29179,0.3206,0.31535,0.34417
0.30813,0.31136,0.28429,0.33227,0.35663,0.32018,0.26845,0.23022,0.22712,0.28139,0.30957,0.30595,0.32923
0.30484,0.30759,0.27931,0.31492,0.34612,0.31583,0.26298,0.2253,0.22319,0.27323,0.31035,0.30595,0.32701
0.30284,0.30561,0.27812,0.31825,0.35068,0.3157,0.25818,0.22117,0.21762,0.26736,0.30677,0.30389,0.32408
0.2956,0.29847,0.27173,0.31179,0.35908,0.31793,0.25132,0.21558,0.21105,0.26068,0.3019,0.30027,0.32046
0.29101,0.29565,0.26876,0.30871,0.3427,0.312,0.24835,0.2112,0.20973,0.25731,0.29844,0.2986,0.31913
0.28059,0.28829,0.26247,0.302,0.3005,0.30151,0.24281,0.2063,0.20413,0.25269,0.29322,0.29517,0.31551
0.27501,0.28169,0.25593,0.29497,0.27364,0.29386,0.23845,0.20235,0.20436,0.24745,0.28962,0.2906,0.31166
0.26764,0.27574,0.24847,0.29093,0.26025,0.2865,0.23376,0.19799,0.19935,0.24216,0.28678,0.28778,0.30865
0.26212,0.26864,0.24253,0.27835,0.25139,0.28249,0.229,0.19404,0.19969,0.23767,0.28357,0.28563,0.30573
0.25501,0.26368,0.23599,0.27074,0.25299,0.27994,0.22199,0.18664,0.18695,0.23362,0.27139,0.27547,0.29637
0.2494,0.25743,0.23009,0.2594,0.2817,0.28371,0.21488,0.18148,0.17933,0.22676,0.262,0.26425,0.28489
0.24407,0.25249,0.22584,0.25911,0.30846,0.28123,0.2093,0.17694,0.17123,0.22111,0.25248,0.25475,0.27528
0.2388,0.24587,0.21829,0.24768,0.29013,0.26777,0.20398,0.17308,0.16687,0.21478,0.24722,0.24866,0.26952
0.23742,0.2435,0.21433,0.2425,0.24523,0.25256,0.2002,0.16913,0.1626,0.21054,0.24336,0.2465,0.26724
