0.31724,0.37709,0.33778,0.34082,0.3512,0.40177
0.30713,0.37033,0.32841,0.3232,0.33287,0.37979
0.29439,0.35779,0.31548,0.30595,0.3139,0.36116
0.28549,0.35128,0.30593,0.29229,0.30118,0.34219
0.27704,0.3407,0.29503,0.28181,0.28936,0.32716
0.26761,0.33196,0.28574,0.27158,0.28047,0.31262
0.26765,0.32369,0.27704,0.26214,0.27057,0.30278
0.26691,0.31583,0.26968,0.25596,0.26241,0.29536
0.26571,0.30703,0.26658,0.25352,0.25886,0.28975
0.2599,0.30189,0.25993,0.24671,0.25033,0.28339
0.25736,0.29667,0.25793,0.24824,0.24816,0.28075
0.25242,0.29352,0.25388,0.24639,0.24814,0.2772
0.24846,0.2906,0.25073,0.24352,0.24384,0.27372
0.24796,0.28578,0.24813,0.2432,0.24182,0.26961
0.23972,0.27968,0.24286,0.23791,0.24028,0.26496
0.2398,0.27801,0.24152,0.2335,0.23105,0.26
0.23246,0.26963,0.23313,0.22659,0.22064,0.25222
0.23434,0.26495,0.23165,0.22401,0.21518,0.24688
0.22913,0.26009,0.22631,0.22042,0.21064,0.24027
0.2308,0.25767,0.22459,0.21757,0.20896,0.2352
0.22549,0.252,0.21872,0.21002,0.20496,0.22851
0.21905,0.24741,0.21375,0.20693,0.20314,0.22259
0.21409,0.24205,0.20854,0.19943,0.19522,0.21696
0.20771,0.23727,0.20302,0.19557,0.19164,0.21244
0.20504,0.23145,0.20032,0.19241,0.18759,0.20678
0.19641,0.22709,0.1928,0.18594,0.18329,0.20079
0.19665,0.22421,0.18943,0.17859,0.17558,0.19738
0.18785,0.21715,0.1828,0.17295,0.17002,0.19032
0.18767,0.21486,0.18286,0.17295,0.16635,0.18618
0.17976,0.20956,0.17573,0.16911,0.16482,0.18109
0.18224,0.20711,0.17499,0.16709,0.16225,0.17785
0.17882,0.20278,0.17098,0.16289,0.15885,0.17282
0.17734,0.20113,0.17094,0.16366,0.15726,0.17205
0.1685,0.19619,0.16416,0.15928,0.15327,0.16631
0.1656,0.19236,0.16074,0.154,0.14974,0.1629
0.15693,0.18689,0.15494,0.14954,0.14545,0.15688
0.15477,0.18358,0.15355,0.14625,0.14041,0.15336
0.16115,0.18374,0.15483,0.14414,0.13607,0.15521
0.1593,0.18029,0.15305,0.14415,0.13537,0.15204
0.15687,0.17783,0.1495,0.13812,0.13031,0.14822
0.15168,0.17251,0.14433,0.13403,0.12363,0.1461
0.14376,0.1655,0.13812,0.13379,0.12278,0.13633
0.13718,0.15835,0.13097,0.12823,0.11912,0.12488
0.12664,0.1483,0.11969,0.1166,0.11079,0.11563
0.12205,0.14275,0.11541,0.11183,0.10629,0.10947
0.11965,0.14057,0.11321,0.10974,0.1038,0.10499
0.1123,0.13508,0.10733,0.10446,0.10042,0.099906
0.10825,0.13008,0.10329,0.10059,0.096817,0.094743
0.10566,0.12673,0.10102,0.097443,0.093489,0.091313
0.098076,0.12106,0.094797,0.093243,0.089272,0.087196
0.097073,0.11872,0.093338,0.090854,0.08697,0.082941
0.088329,0.11222,0.085562,0.085432,0.079611,0.077457
0.086861,0.10791,0.083061,0.082694,0.075751,0.072345
0.077164,0.101,0.077003,0.076391,0.069074,0.067138
0.079328,0.099296,0.073997,0.07367,0.067847,0.062363
0.074538,0.09369,0.070538,0.069082,0.063839,0.058653
0.07898,0.092895,0.071668,0.066797,0.065214,0.055194
0.075523,0.090537,0.06881,0.063834,0.058962,0.053974
0.071669,0.087804,0.066077,0.06282,0.058126,0.052497
